date,ppg,ecg,spo2
2001-01-01T00:01:21.384961,32,0,0
2001-01-01T00:01:21.401628,32,0,0
2001-01-01T00:01:21.418295,33,0,0
2001-01-01T00:01:21.434962,37,0,0
2001-01-01T00:01:21.451629,38,0,0
2001-01-01T00:01:21.468296,39,0,0
2001-01-01T00:01:21.484963,39,0,0
2001-01-01T00:01:21.501630,38,0,0
2001-01-01T00:01:21.518297,37,0,0
2001-01-01T00:01:21.534964,35,0,0
2001-01-01T00:01:21.551631,33,0,0
2001-01-01T00:01:21.568298,30,0,0
2001-01-01T00:01:21.584965,28,0,0
2001-01-01T00:01:21.601632,26,0,0
2001-01-01T00:01:21.618299,24,0,0
2001-01-01T00:01:21.634966,28,0,0
2001-01-01T00:01:21.651633,25,0,0
2001-01-01T00:01:21.668300,24,0,0
2001-01-01T00:01:21.684967,22,0,0
2001-01-01T00:01:21.701634,21,0,0
2001-01-01T00:01:21.718301,21,0,0
2001-01-01T00:01:21.734968,23,0,0
2001-01-01T00:01:21.751635,28,0,0
2001-01-01T00:01:21.768302,36,0,0
2001-01-01T00:01:21.784969,46,0,0
2001-01-01T00:01:21.801636,56,0,0
2001-01-01T00:01:21.818303,67,0,0
2001-01-01T00:01:21.834970,74,0,0
2001-01-01T00:01:21.851637,77,0,0
2001-01-01T00:01:21.868304,77,0,0
2001-01-01T00:01:21.884971,72,0,0
2001-01-01T00:01:21.901638,68,0,0
2001-01-01T00:01:21.918305,63,0,0
2001-01-01T00:01:21.934972,59,0,0
2001-01-01T00:01:21.951639,55,0,0
2001-01-01T00:01:21.968306,51,0,0
2001-01-01T00:01:21.984973,48,0,0
2001-01-01T00:01:22.001640,45,0,0
2001-01-01T00:01:22.018307,42,0,0
2001-01-01T00:01:22.034974,39,0,0
2001-01-01T00:01:22.051641,39,0,0
2001-01-01T00:01:22.068308,39,0,0
2001-01-01T00:01:22.084975,42,0,0
2001-01-01T00:01:22.101642,43,0,0
2001-01-01T00:01:22.118309,43,0,0
2001-01-01T00:01:22.134976,44,0,0
2001-01-01T00:01:22.151643,43,0,0
2001-01-01T00:01:22.168310,42,0,0
2001-01-01T00:01:22.184977,41,0,0
2001-01-01T00:01:22.201644,39,0,0
2001-01-01T00:01:22.218311,37,0,0
2001-01-01T00:01:22.234978,35,0,0
2001-01-01T00:01:22.251645,33,0,0
2001-01-01T00:01:22.268312,31,0,0
2001-01-01T00:01:22.284979,29,0,0
2001-01-01T00:01:22.301646,27,0,0
2001-01-01T00:01:22.318313,25,0,0
2001-01-01T00:01:22.334980,23,0,0
2001-01-01T00:01:22.351647,21,0,0
2001-01-01T00:01:22.368314,20,0,0
2001-01-01T00:01:22.384981,21,0,0
2001-01-01T00:01:22.401648,31,0,0
2001-01-01T00:01:22.418315,38,0,0
2001-01-01T00:01:22.434982,47,0,0
2001-01-01T00:01:22.451649,57,0,0
2001-01-01T00:01:22.468316,68,0,0
2001-01-01T00:01:22.484983,76,0,0
2001-01-01T00:01:22.501650,81,0,0
2001-01-01T00:01:22.518317,82,0,0
2001-01-01T00:01:22.534984,80,0,0
2001-01-01T00:01:22.551651,76,0,0
2001-01-01T00:01:22.568318,72,0,0
2001-01-01T00:01:22.584985,67,0,0
2001-01-01T00:01:22.601652,63,0,0
2001-01-01T00:01:22.618319,58,0,0
2001-01-01T00:01:22.634986,55,0,0
2001-01-01T00:01:22.651653,49,0,0
2001-01-01T00:01:22.668320,46,0,0
2001-01-01T00:01:22.684987,45,0,0
2001-01-01T00:01:22.701654,43,0,0
2001-01-01T00:01:22.718321,43,0,0
2001-01-01T00:01:22.734988,44,0,0
2001-01-01T00:01:22.751655,44,0,0
2001-01-01T00:01:22.768322,45,0,0
2001-01-01T00:01:22.784989,46,0,0
2001-01-01T00:01:22.801656,46,0,0
2001-01-01T00:01:22.818323,44,0,0
2001-01-01T00:01:22.834990,42,0,0
2001-01-01T00:01:22.851657,40,0,0
2001-01-01T00:01:22.868324,38,0,0
2001-01-01T00:01:22.884991,34,0,0
2001-01-01T00:01:22.901658,32,0,0
2001-01-01T00:01:22.918325,31,0,0
2001-01-01T00:01:22.934992,29,0,0
2001-01-01T00:01:22.951659,30,0,0
2001-01-01T00:01:22.968326,29,0,0
2001-01-01T00:01:22.984993,27,0,0
2001-01-01T00:01:23.001660,25,0,0
2001-01-01T00:01:23.018327,24,0,0
2001-01-01T00:01:23.034994,23,0,0
2001-01-01T00:01:23.051661,25,0,0
2001-01-01T00:01:23.068328,30,0,0
2001-01-01T00:01:23.084995,37,0,0
2001-01-01T00:01:23.101662,46,0,0
2001-01-01T00:01:23.118329,56,0,0
2001-01-01T00:01:23.134996,66,0,0
2001-01-01T00:01:23.151663,79,0,0
2001-01-01T00:01:23.168330,83,0,0
2001-01-01T00:01:23.184997,84,0,0
2001-01-01T00:01:23.201664,82,0,0
2001-01-01T00:01:23.218331,78,0,0
2001-01-01T00:01:23.234998,73,0,0
2001-01-01T00:01:23.251665,69,0,0
2001-01-01T00:01:23.268332,64,0,0
2001-01-01T00:01:23.284999,59,0,0
2001-01-01T00:01:23.301666,55,0,0
2001-01-01T00:01:23.318333,52,0,0
2001-01-01T00:01:23.335000,49,0,0
2001-01-01T00:01:23.351667,47,0,0
2001-01-01T00:01:23.368334,46,0,0
2001-01-01T00:01:23.385001,46,0,0
2001-01-01T00:01:23.401668,44,0,0
2001-01-01T00:01:23.418335,44,0,0
2001-01-01T00:01:23.435002,45,0,0
2001-01-01T00:01:23.451669,45,0,0
2001-01-01T00:01:23.468336,44,0,0
2001-01-01T00:01:23.485003,43,0,0
2001-01-01T00:01:23.501670,41,0,0
2001-01-01T00:01:23.518337,40,0,0
2001-01-01T00:01:23.535004,38,0,0
2001-01-01T00:01:23.551671,35,0,0
2001-01-01T00:01:23.568338,33,0,0
2001-01-01T00:01:23.585005,31,0,0
2001-01-01T00:01:23.601672,33,0,0
2001-01-01T00:01:23.618339,31,0,0
2001-01-01T00:01:23.635006,29,0,0
2001-01-01T00:01:23.651673,25,0,0
2001-01-01T00:01:23.668340,24,0,0
2001-01-01T00:01:23.685007,22,0,0
2001-01-01T00:01:23.701674,22,0,0
2001-01-01T00:01:23.718341,22,0,0
2001-01-01T00:01:23.735008,25,0,0
2001-01-01T00:01:23.751675,31,0,0
2001-01-01T00:01:23.768342,39,0,0
2001-01-01T00:01:23.785009,49,0,0
2001-01-01T00:01:23.801676,59,0,0
2001-01-01T00:01:23.818343,68,0,0
2001-01-01T00:01:23.835010,74,0,0
2001-01-01T00:01:23.851677,76,0,0
2001-01-01T00:01:23.868344,75,0,0
2001-01-01T00:01:23.885011,71,0,0
2001-01-01T00:01:23.901678,67,0,0
2001-01-01T00:01:23.918345,68,0,0
2001-01-01T00:01:23.935012,63,0,0
2001-01-01T00:01:23.951679,58,0,0
2001-01-01T00:01:23.968346,54,0,0
2001-01-01T00:01:23.985013,51,0,0
2001-01-01T00:01:24.001680,48,0,0
2001-01-01T00:01:24.018347,47,0,0
2001-01-01T00:01:24.035014,46,0,0
2001-01-01T00:01:24.051681,46,0,0
2001-01-01T00:01:24.068348,46,0,0
2001-01-01T00:01:24.085015,46,0,0
2001-01-01T00:01:24.101682,47,0,0
2001-01-01T00:01:24.118349,47,0,0
2001-01-01T00:01:24.135016,45,0,0
2001-01-01T00:01:24.151683,44,0,0
2001-01-01T00:01:24.168350,40,0,0
2001-01-01T00:01:24.185017,38,0,0
2001-01-01T00:01:24.201684,36,0,0
2001-01-01T00:01:24.218351,34,0,0
2001-01-01T00:01:24.235018,32,0,0
2001-01-01T00:01:24.251685,30,0,0
2001-01-01T00:01:24.268352,29,0,0
2001-01-01T00:01:24.285019,27,0,0
2001-01-01T00:01:24.301686,24,0,0
2001-01-01T00:01:24.318353,22,0,0
2001-01-01T00:01:24.335020,21,0,0
2001-01-01T00:01:24.351687,20,0,0
2001-01-01T00:01:24.368354,23,0,0
2001-01-01T00:01:24.385021,23,0,0
2001-01-01T00:01:24.401688,26,0,0
2001-01-01T00:01:24.418355,32,0,0
2001-01-01T00:01:24.435022,40,0,0
2001-01-01T00:01:24.451689,48,0,0
2001-01-01T00:01:24.468356,58,0,0
2001-01-01T00:01:24.485023,67,0,0
2001-01-01T00:01:24.501690,73,0,0
2001-01-01T00:01:24.518357,76,0,0
2001-01-01T00:01:24.535024,75,0,0
2001-01-01T00:01:24.551691,72,0,0
2001-01-01T00:01:24.568358,67,0,0
2001-01-01T00:01:24.585025,62,0,0
2001-01-01T00:01:24.601692,57,0,0
2001-01-01T00:01:24.618359,53,0,0
2001-01-01T00:01:24.635026,49,0,0
2001-01-01T00:01:24.651693,46,0,0
2001-01-01T00:01:24.668360,44,0,0
2001-01-01T00:01:24.685027,42,0,0
2001-01-01T00:01:24.701694,42,0,0
2001-01-01T00:01:24.718361,42,0,0
2001-01-01T00:01:24.735028,43,0,0
2001-01-01T00:01:24.751695,43,0,0
2001-01-01T00:01:24.768362,49,0,0
2001-01-01T00:01:24.785029,48,0,0
2001-01-01T00:01:24.801696,46,0,0
2001-01-01T00:01:24.818363,41,0,0
2001-01-01T00:01:24.835030,40,0,0
2001-01-01T00:01:24.851697,38,0,0
2001-01-01T00:01:24.868364,35,0,0
2001-01-01T00:01:24.885031,32,0,0
2001-01-01T00:01:24.901698,30,0,0
2001-01-01T00:01:24.918365,28,0,0
2001-01-01T00:01:24.935032,26,0,0
2001-01-01T00:01:24.951699,25,0,0
2001-01-01T00:01:24.968366,24,0,0
2001-01-01T00:01:24.985033,23,0,0
2001-01-01T00:01:25.001700,21,0,0
2001-01-01T00:01:25.018367,20,0,0
2001-01-01T00:01:25.035034,19,0,0
2001-01-01T00:01:25.051701,18,0,0
2001-01-01T00:01:25.068368,17,0,0
2001-01-01T00:01:25.085035,19,0,0
2001-01-01T00:01:25.101702,25,0,0
2001-01-01T00:01:25.118369,37,0,0
2001-01-01T00:01:25.135036,47,0,0
2001-01-01T00:01:25.151703,57,0,0
2001-01-01T00:01:25.168370,68,0,0
2001-01-01T00:01:25.185037,75,0,0
2001-01-01T00:01:25.201704,78,0,0
2001-01-01T00:01:25.218371,78,0,0
2001-01-01T00:01:25.235038,76,0,0
2001-01-01T00:01:25.251705,72,0,0
2001-01-01T00:01:25.268372,68,0,0
2001-01-01T00:01:25.285039,64,0,0
2001-01-01T00:01:25.301706,60,0,0
2001-01-01T00:01:25.318373,56,0,0
2001-01-01T00:01:25.335040,53,0,0
2001-01-01T00:01:25.351707,50,0,0
2001-01-01T00:01:25.368374,47,0,0
2001-01-01T00:01:25.385041,45,0,0
2001-01-01T00:01:25.401708,43,0,0
2001-01-01T00:01:25.418375,43,0,0
2001-01-01T00:01:25.435042,43,0,0
2001-01-01T00:01:25.451709,43,0,0
2001-01-01T00:01:25.468376,43,0,0
2001-01-01T00:01:25.485043,43,0,0
2001-01-01T00:01:25.501710,43,0,0
2001-01-01T00:01:25.518377,41,0,0
2001-01-01T00:01:25.535044,45,0,0
2001-01-01T00:01:25.551711,42,0,0
2001-01-01T00:01:25.568378,40,0,0
2001-01-01T00:01:25.585045,34,0,0
2001-01-01T00:01:25.601712,31,0,0
2001-01-01T00:01:25.618379,29,0,0
2001-01-01T00:01:25.635046,27,0,0
2001-01-01T00:01:25.651713,25,0,0
2001-01-01T00:01:25.668380,24,0,0
2001-01-01T00:01:25.685047,23,0,0
2001-01-01T00:01:25.701714,21,0,0
2001-01-01T00:01:25.718381,19,0,0
2001-01-01T00:01:25.735048,18,0,0
2001-01-01T00:01:25.751715,17,0,0
2001-01-01T00:01:25.768382,16,0,0
2001-01-01T00:01:25.785049,19,0,0
2001-01-01T00:01:25.801716,23,0,0
2001-01-01T00:01:25.818383,29,0,0
2001-01-01T00:01:25.835050,39,0,0
2001-01-01T00:01:25.851717,50,0,0
2001-01-01T00:01:25.868384,60,0,0
2001-01-01T00:01:25.885051,72,0,0
2001-01-01T00:01:25.901718,76,0,0
2001-01-01T00:01:25.918385,76,0,0
2001-01-01T00:01:25.935052,75,0,0
2001-01-01T00:01:25.951719,71,0,0
2001-01-01T00:01:25.968386,67,0,0
2001-01-01T00:01:25.985053,63,0,0
2001-01-01T00:01:26.001720,59,0,0
2001-01-01T00:01:26.018387,56,0,0
2001-01-01T00:01:26.035054,53,0,0
2001-01-01T00:01:26.051721,50,0,0
2001-01-01T00:01:26.068388,47,0,0
2001-01-01T00:01:26.085055,45,0,0
2001-01-01T00:01:26.101722,44,0,0
2001-01-01T00:01:26.118389,42,0,0
2001-01-01T00:01:26.135056,42,0,0
2001-01-01T00:01:26.151723,42,0,0
2001-01-01T00:01:26.168390,42,0,0
2001-01-01T00:01:26.185057,42,0,0
2001-01-01T00:01:26.201724,41,0,0
2001-01-01T00:01:26.218391,40,0,0
2001-01-01T00:01:26.235058,38,0,0
2001-01-01T00:01:26.251725,36,0,0
2001-01-01T00:01:26.268392,33,0,0
2001-01-01T00:01:26.285059,35,0,0
2001-01-01T00:01:26.301726,32,0,0
2001-01-01T00:01:26.318393,29,0,0
2001-01-01T00:01:26.335060,24,0,0
2001-01-01T00:01:26.351727,22,0,0
2001-01-01T00:01:26.368394,21,0,0
2001-01-01T00:01:26.385061,19,0,0
2001-01-01T00:01:26.401728,18,0,0
2001-01-01T00:01:26.418395,16,0,0
2001-01-01T00:01:26.435062,16,0,0
2001-01-01T00:01:26.451729,14,0,0
2001-01-01T00:01:26.468396,13,0,0
2001-01-01T00:01:26.485063,12,0,0
2001-01-01T00:01:26.501730,12,0,0
2001-01-01T00:01:26.518397,14,0,0
2001-01-01T00:01:26.535064,19,0,0
2001-01-01T00:01:26.551731,27,0,0
2001-01-01T00:01:26.568398,38,0,0
2001-01-01T00:01:26.585065,46,0,0
2001-01-01T00:01:26.601732,57,0,0
2001-01-01T00:01:26.618399,64,0,0
2001-01-01T00:01:26.635066,72,0,0
2001-01-01T00:01:26.651733,72,0,0
2001-01-01T00:01:26.668400,69,0,0
2001-01-01T00:01:26.685067,65,0,0
2001-01-01T00:01:26.701734,61,0,0
2001-01-01T00:01:26.718401,56,0,0
2001-01-01T00:01:26.735068,52,0,0
2001-01-01T00:01:26.751735,48,0,0
2001-01-01T00:01:26.768402,45,0,0
2001-01-01T00:01:26.785069,42,0,0
2001-01-01T00:01:26.801736,40,0,0
2001-01-01T00:01:26.818403,39,0,0
2001-01-01T00:01:26.835070,38,0,0
2001-01-01T00:01:26.851737,38,0,0
2001-01-01T00:01:26.868404,39,0,0
2001-01-01T00:01:26.885071,39,0,0
2001-01-01T00:01:26.901738,38,0,0
2001-01-01T00:01:26.918405,38,0,0
2001-01-01T00:01:26.935072,37,0,0
2001-01-01T00:01:26.951739,40,0,0
2001-01-01T00:01:26.968406,39,0,0
2001-01-01T00:01:26.985073,37,0,0
2001-01-01T00:01:27.001740,34,0,0
2001-01-01T00:01:27.018407,31,0,0
2001-01-01T00:01:27.035074,29,0,0
2001-01-01T00:01:27.051741,26,0,0
2001-01-01T00:01:27.068408,24,0,0
2001-01-01T00:01:27.085075,22,0,0
2001-01-01T00:01:27.101742,17,0,0
2001-01-01T00:01:27.118409,15,0,0
2001-01-01T00:01:27.135076,14,0,0
2001-01-01T00:01:27.151743,13,0,0
2001-01-01T00:01:27.168410,12,0,0
2001-01-01T00:01:27.185077,11,0,0
2001-01-01T00:01:27.201744,10,0,0
2001-01-01T00:01:27.218411,11,0,0
2001-01-01T00:01:27.235078,13,0,0
2001-01-01T00:01:27.251745,19,0,0
2001-01-01T00:01:27.268412,28,0,0
2001-01-01T00:01:27.285079,38,0,0
2001-01-01T00:01:27.301746,52,0,0
2001-01-01T00:01:27.318413,61,0,0
2001-01-01T00:01:27.335080,66,0,0
2001-01-01T00:01:27.351747,70,0,0
2001-01-01T00:01:27.368414,69,0,0
2001-01-01T00:01:27.385081,65,0,0
2001-01-01T00:01:27.401748,60,0,0
2001-01-01T00:01:27.418415,55,0,0
2001-01-01T00:01:27.435082,50,0,0
2001-01-01T00:01:27.451749,46,0,0
2001-01-01T00:01:27.468416,41,0,0
2001-01-01T00:01:27.485083,39,0,0
2001-01-01T00:01:27.501750,36,0,0
2001-01-01T00:01:27.518417,34,0,0
2001-01-01T00:01:27.535084,34,0,0
2001-01-01T00:01:27.551751,35,0,0
2001-01-01T00:01:27.568418,36,0,0
2001-01-01T00:01:27.585085,37,0,0
2001-01-01T00:01:27.601752,38,0,0
2001-01-01T00:01:27.618419,38,0,0
2001-01-01T00:01:27.635086,38,0,0
2001-01-01T00:01:27.651753,36,0,0
2001-01-01T00:01:27.668420,34,0,0
2001-01-01T00:01:27.685087,32,0,0
2001-01-01T00:01:27.701754,36,0,0
2001-01-01T00:01:27.718421,32,0,0
2001-01-01T00:01:27.735088,30,0,0
2001-01-01T00:01:27.751755,28,0,0
2001-01-01T00:01:27.768422,26,0,0
2001-01-01T00:01:27.785089,24,0,0
2001-01-01T00:01:27.801756,22,0,0
2001-01-01T00:01:27.818423,20,0,0
2001-01-01T00:01:27.835090,18,0,0
2001-01-01T00:01:27.851757,17,0,0
2001-01-01T00:01:27.868424,15,0,0
2001-01-01T00:01:27.885091,14,0,0
2001-01-01T00:01:27.901758,13,0,0
2001-01-01T00:01:27.918425,13,0,0
2001-01-01T00:01:27.935092,16,0,0
2001-01-01T00:01:27.951759,20,0,0
2001-01-01T00:01:27.968426,29,0,0
2001-01-01T00:01:27.985093,40,0,0
2001-01-01T00:01:28.001760,51,0,0
2001-01-01T00:01:28.018427,61,0,0
2001-01-01T00:01:28.035094,69,0,0
2001-01-01T00:01:28.051761,76,0,0
2001-01-01T00:01:28.068428,76,0,0
2001-01-01T00:01:28.085095,73,0,0
2001-01-01T00:01:28.101762,66,0,0
2001-01-01T00:01:28.118429,61,0,0
2001-01-01T00:01:28.135096,56,0,0
2001-01-01T00:01:28.151763,51,0,0
2001-01-01T00:01:28.168430,47,0,0
2001-01-01T00:01:28.185097,43,0,0
2001-01-01T00:01:28.201764,41,0,0
2001-01-01T00:01:28.218431,39,0,0
2001-01-01T00:01:28.235098,38,0,0
2001-01-01T00:01:28.251765,37,0,0
2001-01-01T00:01:28.268432,37,0,0
2001-01-01T00:01:28.285099,38,0,0
2001-01-01T00:01:28.301766,39,0,0
2001-01-01T00:01:28.318433,39,0,0
2001-01-01T00:01:28.335100,38,0,0
2001-01-01T00:01:28.351767,38,0,0
2001-01-01T00:01:28.368434,36,0,0
2001-01-01T00:01:28.385101,34,0,0
2001-01-01T00:01:28.401768,32,0,0
2001-01-01T00:01:28.418435,29,0,0
2001-01-01T00:01:28.435102,27,0,0
2001-01-01T00:01:28.451769,25,0,0
2001-01-01T00:01:28.468436,28,0,0
2001-01-01T00:01:28.485103,26,0,0
2001-01-01T00:01:28.501770,24,0,0
2001-01-01T00:01:28.518437,22,0,0
2001-01-01T00:01:28.535104,20,0,0
2001-01-01T00:01:28.551771,18,0,0
2001-01-01T00:01:28.568438,17,0,0
2001-01-01T00:01:28.585105,15,0,0
2001-01-01T00:01:28.601772,13,0,0
2001-01-01T00:01:28.618439,14,0,0
2001-01-01T00:01:28.635106,18,0,0
2001-01-01T00:01:28.651773,25,0,0
2001-01-01T00:01:28.668440,36,0,0
2001-01-01T00:01:28.685107,46,0,0
2001-01-01T00:01:28.701774,59,0,0
2001-01-01T00:01:28.718441,67,0,0
2001-01-01T00:01:28.735108,73,0,0
2001-01-01T00:01:28.751775,74,0,0
2001-01-01T00:01:28.768442,73,0,0
2001-01-01T00:01:28.785109,70,0,0
2001-01-01T00:01:28.801776,65,0,0
2001-01-01T00:01:28.818443,65,0,0
2001-01-01T00:01:28.835110,60,0,0
2001-01-01T00:01:28.851777,56,0,0
2001-01-01T00:01:28.868444,52,0,0
2001-01-01T00:01:28.885111,49,0,0
2001-01-01T00:01:28.901778,46,0,0
2001-01-01T00:01:28.918445,44,0,0
2001-01-01T00:01:28.935112,42,0,0
2001-01-01T00:01:28.951779,41,0,0
2001-01-01T00:01:28.968446,41,0,0
2001-01-01T00:01:28.985113,41,0,0
2001-01-01T00:01:29.001780,41,0,0
2001-01-01T00:01:29.018447,41,0,0
2001-01-01T00:01:29.035114,41,0,0
2001-01-01T00:01:29.051781,40,0,0
2001-01-01T00:01:29.068448,40,0,0
2001-01-01T00:01:29.085115,38,0,0
2001-01-01T00:01:29.101782,35,0,0
2001-01-01T00:01:29.118449,33,0,0
2001-01-01T00:01:29.135116,30,0,0
2001-01-01T00:01:29.151783,28,0,0
2001-01-01T00:01:29.168450,26,0,0
2001-01-01T00:01:29.185117,23,0,0
2001-01-01T00:01:29.201784,21,0,0
2001-01-01T00:01:29.218451,25,0,0
2001-01-01T00:01:29.235118,22,0,0
2001-01-01T00:01:29.251785,20,0,0
2001-01-01T00:01:29.268452,18,0,0
2001-01-01T00:01:29.285119,17,0,0
2001-01-01T00:01:29.301786,16,0,0
2001-01-01T00:01:29.318453,19,0,0
2001-01-01T00:01:29.335120,24,0,0
2001-01-01T00:01:29.351787,33,0,0
2001-01-01T00:01:29.368454,40,0,0
2001-01-01T00:01:29.385121,52,0,0
2001-01-01T00:01:29.401788,63,0,0
2001-01-01T00:01:29.418455,72,0,0
2001-01-01T00:01:29.435122,76,0,0
2001-01-01T00:01:29.451789,76,0,0
2001-01-01T00:01:29.468456,74,0,0
2001-01-01T00:01:29.485123,70,0,0
2001-01-01T00:01:29.501790,65,0,0
2001-01-01T00:01:29.518457,58,0,0
2001-01-01T00:01:29.535124,53,0,0
2001-01-01T00:01:29.551791,49,0,0
2001-01-01T00:01:29.568458,49,0,0
2001-01-01T00:01:29.585125,46,0,0
2001-01-01T00:01:29.601792,43,0,0
2001-01-01T00:01:29.618459,42,0,0
2001-01-01T00:01:29.635126,41,0,0
2001-01-01T00:01:29.651793,40,0,0
2001-01-01T00:01:29.668460,40,0,0
2001-01-01T00:01:29.685127,41,0,0
2001-01-01T00:01:29.701794,41,0,0
2001-01-01T00:01:29.718461,42,0,0
2001-01-01T00:01:29.735128,41,0,0
2001-01-01T00:01:29.751795,40,0,0
2001-01-01T00:01:29.768462,39,0,0
2001-01-01T00:01:29.785129,36,0,0
2001-01-01T00:01:29.801796,34,0,0
2001-01-01T00:01:29.818463,31,0,0
2001-01-01T00:01:29.835130,28,0,0
2001-01-01T00:01:29.851797,26,0,0
2001-01-01T00:01:29.868464,24,0,0
2001-01-01T00:01:29.885131,22,0,0
2001-01-01T00:01:29.901798,20,0,0
2001-01-01T00:01:29.918465,18,0,0
2001-01-01T00:01:29.935132,16,0,0
2001-01-01T00:01:29.951799,14,0,0
2001-01-01T00:01:29.968466,13,0,0
2001-01-01T00:01:29.985133,18,0,0
2001-01-01T00:01:30.001800,19,0,0
2001-01-01T00:01:30.018467,18,0,0
2001-01-01T00:01:30.035134,16,0,0
2001-01-01T00:01:30.051801,15,0,0
2001-01-01T00:01:30.068468,16,0,0
2001-01-01T00:01:30.085135,20,0,0
2001-01-01T00:01:30.101802,27,0,0
2001-01-01T00:01:30.118469,36,0,0
2001-01-01T00:01:30.135136,46,0,0
2001-01-01T00:01:30.151803,57,0,0
2001-01-01T00:01:30.168470,65,0,0
2001-01-01T00:01:30.185137,71,0,0
2001-01-01T00:01:30.201804,72,0,0
2001-01-01T00:01:30.218471,70,0,0
2001-01-01T00:01:30.235138,63,0,0
2001-01-01T00:01:30.251805,58,0,0
2001-01-01T00:01:30.268472,54,0,0
2001-01-01T00:01:30.285139,49,0,0
2001-01-01T00:01:30.301806,45,0,0
2001-01-01T00:01:30.318473,41,0,0
2001-01-01T00:01:30.335140,39,0,0
2001-01-01T00:01:30.351807,36,0,0
2001-01-01T00:01:30.368474,33,0,0
2001-01-01T00:01:30.385141,32,0,0
2001-01-01T00:01:30.401808,32,0,0
2001-01-01T00:01:30.418475,33,0,0
2001-01-01T00:01:30.435142,37,0,0
2001-01-01T00:01:30.451809,38,0,0
2001-01-01T00:01:30.468476,39,0,0
2001-01-01T00:01:30.485143,39,0,0
2001-01-01T00:01:30.501810,38,0,0
2001-01-01T00:01:30.518477,37,0,0
2001-01-01T00:01:30.535144,35,0,0
2001-01-01T00:01:30.551811,33,0,0
2001-01-01T00:01:30.568478,30,0,0
2001-01-01T00:01:30.585145,28,0,0
2001-01-01T00:01:30.601812,26,0,0
2001-01-01T00:01:30.618479,24,0,0
2001-01-01T00:01:30.635146,28,0,0
2001-01-01T00:01:30.651813,25,0,0
2001-01-01T00:01:30.668480,24,0,0
2001-01-01T00:01:30.685147,22,0,0
2001-01-01T00:01:30.701814,21,0,0
2001-01-01T00:01:30.718481,21,0,0
2001-01-01T00:01:30.735148,23,0,0
2001-01-01T00:01:30.751815,28,0,0
2001-01-01T00:01:30.768482,36,0,0
2001-01-01T00:01:30.785149,46,0,0
2001-01-01T00:01:30.801816,56,0,0
2001-01-01T00:01:30.818483,67,0,0
2001-01-01T00:01:30.835150,74,0,0
2001-01-01T00:01:30.851817,77,0,0
2001-01-01T00:01:30.868484,77,0,0
2001-01-01T00:01:30.885151,72,0,0
2001-01-01T00:01:30.901818,68,0,0
2001-01-01T00:01:30.918485,63,0,0
2001-01-01T00:01:30.935152,59,0,0
2001-01-01T00:01:30.951819,55,0,0
2001-01-01T00:01:30.968486,51,0,0
2001-01-01T00:01:30.985153,48,0,0
2001-01-01T00:01:31.001820,45,0,0
2001-01-01T00:01:31.018487,42,0,0
2001-01-01T00:01:31.035154,39,0,0
2001-01-01T00:01:31.051821,39,0,0
2001-01-01T00:01:31.068488,39,0,0
2001-01-01T00:01:31.085155,42,0,0
2001-01-01T00:01:31.101822,43,0,0
2001-01-01T00:01:31.118489,43,0,0
2001-01-01T00:01:31.135156,44,0,0
2001-01-01T00:01:31.151823,43,0,0
2001-01-01T00:01:31.168490,42,0,0
2001-01-01T00:01:31.185157,41,0,0
2001-01-01T00:01:31.201824,39,0,0
2001-01-01T00:01:31.218491,37,0,0
2001-01-01T00:01:31.235158,35,0,0
2001-01-01T00:01:31.251825,33,0,0
2001-01-01T00:01:31.268492,31,0,0
2001-01-01T00:01:31.285159,29,0,0
2001-01-01T00:01:31.301826,27,0,0
2001-01-01T00:01:31.318493,25,0,0
2001-01-01T00:01:31.335160,23,0,0
2001-01-01T00:01:31.351827,21,0,0
2001-01-01T00:01:31.368494,20,0,0
2001-01-01T00:01:31.385161,21,0,0
2001-01-01T00:01:31.401828,31,0,0
2001-01-01T00:01:31.418495,38,0,0
2001-01-01T00:01:31.435162,47,0,0
2001-01-01T00:01:31.451829,57,0,0
2001-01-01T00:01:31.468496,68,0,0
2001-01-01T00:01:31.485163,76,0,0
2001-01-01T00:01:31.501830,81,0,0
2001-01-01T00:01:31.518497,82,0,0
2001-01-01T00:01:31.535164,80,0,0
2001-01-01T00:01:31.551831,76,0,0
2001-01-01T00:01:31.568498,72,0,0
2001-01-01T00:01:31.585165,67,0,0
2001-01-01T00:01:31.601832,63,0,0
2001-01-01T00:01:31.618499,58,0,0
2001-01-01T00:01:31.635166,55,0,0
2001-01-01T00:01:31.651833,49,0,0
2001-01-01T00:01:31.668500,46,0,0
2001-01-01T00:01:31.685167,45,0,0
2001-01-01T00:01:31.701834,43,0,0
2001-01-01T00:01:31.718501,43,0,0
2001-01-01T00:01:31.735168,44,0,0
2001-01-01T00:01:31.751835,44,0,0
2001-01-01T00:01:31.768502,45,0,0
2001-01-01T00:01:31.785169,46,0,0
2001-01-01T00:01:31.801836,46,0,0
2001-01-01T00:01:31.818503,44,0,0
2001-01-01T00:01:31.835170,42,0,0
2001-01-01T00:01:31.851837,40,0,0
2001-01-01T00:01:31.868504,38,0,0
2001-01-01T00:01:31.885171,34,0,0
2001-01-01T00:01:31.901838,32,0,0
2001-01-01T00:01:31.918505,31,0,0
2001-01-01T00:01:31.935172,29,0,0
2001-01-01T00:01:31.951839,30,0,0
